Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCQ05,OUT018,2389.8473069832853
FDW47,OUT035,1919.648311979271
FDV46,OUT035,2210.239082150773
NCP29,OUT045,1215.8312112386266
FDE09,OUT018,1388.451379501726
NCU06,OUT027,5289.989063863983
FDT19,OUT010,480.1461940201714
DRF15,OUT017,2484.7399776557804
DRI51,OUT013,2770.9990024771123
NCX54,OUT013,1630.3787335532475
DRE01,OUT013,3458.1543752599323
NCB07,OUT045,2781.623963794871
FDU50,OUT035,1753.286010990193
FDG40,OUT035,1224.8923841013702
FDW10,OUT018,2562.975878174353
FDX51,OUT013,3092.675682962018
NCP17,OUT045,1369.9171509828684
FDP21,OUT035,3019.5783607353465
FDL04,OUT045,1615.9690663754984
FDV23,OUT013,1915.1539376449994
FDF24,OUT046,1740.6428135557107
FDH56,OUT027,3059.7338231709628
FDB51,OUT049,1240.1662399416878
FDI58,OUT027,2384.3020884167863
FDR20,OUT013,1357.4573868560042
FDC51,OUT018,1688.1356223131318
FDB16,OUT027,2251.4102740938806
FDE40,OUT049,1349.2959019817017
NCM17,OUT035,1323.330625731285
FDU56,OUT035,3078.7204980434926
FDS32,OUT019,544.4046387107319
FDX02,OUT049,2984.9493136274787
FDT39,OUT027,3937.2520393614877
FDE35,OUT017,1421.075870087603
NCI42,OUT019,831.5040388265177
DRL23,OUT046,1895.4873059931645
FDA10,OUT046,1984.1585012661676
FDA11,OUT013,1468.2354432828965
NCM06,OUT046,2393.6819956746303
NCT05,OUT035,3764.3559553503187
NCQ02,OUT010,569.7330903413588
NCY06,OUT049,2126.8200058189955
FDY56,OUT035,3649.241991668887
FDL02,OUT035,2227.44891178873
NCI06,OUT035,3114.694279216162
FDQ14,OUT045,2225.7398754792116
FDQ12,OUT017,3181.8735528499055
FDP36,OUT046,1187.4835738337629
FDK21,OUT027,4979.620911508953
FDO40,OUT045,2577.3621295785188
NCK54,OUT019,472.0704473184344
FDY09,OUT018,2693.07665362671
NCW30,OUT049,3741.0206755914087
NCC55,OUT027,1613.3675692907536
FDE58,OUT018,1697.0530328628524
FDR39,OUT013,3129.83146096208
FDU28,OUT049,3188.134206550399
FDH08,OUT017,3390.9391090367076
FDG35,OUT045,2885.0108093709478
FDG22,OUT049,1390.3007765053035
FDC34,OUT035,2621.575273382641
FDP15,OUT018,3270.5893893028124
FDK34,OUT010,671.1131803195344
FDU45,OUT035,1788.6098279011958
FDQ04,OUT027,1744.3012547711985
FDX22,OUT018,2777.861151245421
FDB45,OUT017,1784.2894022545383
NCH43,OUT027,5021.344875592323
DRE60,OUT046,2840.4756916933816
FDD17,OUT027,5128.6884839491895
NCM54,OUT017,2230.775781806494
NCH55,OUT013,1834.4746351871797
NCT06,OUT017,2842.3359338965533
FDA48,OUT027,4450.972572525908
FDY58,OUT027,5363.809070224197
FDO25,OUT045,3023.3113380798914
FDN50,OUT045,1610.9328837581652
FDH35,OUT035,3427.6630451888823
FDK09,OUT045,3444.3311782057563
FDO16,OUT013,1526.0734176253932
FDW11,OUT045,1200.775845242431
FDU47,OUT027,3217.020721652772
NCQ42,OUT010,340.4591925167533
FDK55,OUT027,2584.3554809256902
FDN08,OUT049,1995.4496987644884
FDT57,OUT045,3167.2139642502607
FDJ12,OUT018,2894.400001081205
DRL59,OUT017,1301.665503748631
NCN53,OUT046,1671.4521492950373
FDO51,OUT010,300.8762531927107
FDK56,OUT017,2904.975451568242
FDY12,OUT035,1081.6883440546983
FDU15,OUT035,1464.433934227448
FDQ19,OUT046,3672.1830972300604
DRF15,OUT045,2538.9382307182664
DRE25,OUT019,401.61640117957245
FDK57,OUT018,1654.8566003155447
FDD33,OUT010,686.2149100736294
FDR34,OUT027,5010.262488100549
FDU04,OUT045,1578.940890522092
FDE35,OUT019,520.6408286443263
NCD31,OUT035,3221.119916334168
FDJ56,OUT035,2109.383773418599
NCU53,OUT046,2958.3581919997937
FDD39,OUT035,3362.50625769868
NCU17,OUT019,380.7609018709086
FDJ20,OUT046,2052.116463779639
NCW41,OUT018,2477.2442167620766
FDL52,OUT035,1193.503603539557
FDS39,OUT035,2069.769038052836
DRJ47,OUT045,2756.980707772433
FDP13,OUT010,248.88114969566413
DRK39,OUT010,268.00551277500017
FDF28,OUT010,296.76369256697285
FDB09,OUT045,1780.470759735525
FDM51,OUT046,1666.6676413227956
DRM49,OUT018,1157.5625463298106
DRF23,OUT013,2883.9394099747424
DRH01,OUT035,2972.594222989015
FDH12,OUT027,2590.414941466407
FDA28,OUT019,430.7054561657417
FDW37,OUT018,1411.0761320470592
FDF02,OUT046,1814.4454029207348
DRL37,OUT046,1149.1292129934577
NCF43,OUT046,1911.0864634370234
FDH08,OUT010,679.1085001054187
FDR34,OUT019,900.141539640475
NCK19,OUT049,3551.0747892235254
NCD55,OUT018,984.5201238101868
FDT27,OUT049,3491.0251656002533
FDQ57,OUT045,2009.4137818531517
FDA47,OUT035,2622.441112469492
DRG15,OUT027,2091.4073910192424
FDE05,OUT018,2099.401671442422
FDN46,OUT046,1635.6474917470714
FDX27,OUT027,2411.715016059896
FDT51,OUT045,1600.1848923643486
FDU33,OUT013,1253.4426467475962
FDJ16,OUT027,2051.2494194453957
FDD20,OUT019,518.5757234443458
FDT36,OUT049,1324.1785289601332
DRF15,OUT027,3249.297596548102
FDN52,OUT010,256.26617931628857
FDC22,OUT027,4241.527388374743
FDX15,OUT045,2638.092144522259
FDT13,OUT013,3025.0941856494187
FDU04,OUT017,1959.78492575689
FDU31,OUT019,852.5565696680178
FDW59,OUT027,2423.239520804367
NCO29,OUT046,2718.672752230011
FDL15,OUT035,2753.196072581599
FDI41,OUT049,2349.941471414678
FDQ48,OUT049,1870.491886934209
DRI39,OUT013,1199.231243573055
FDI08,OUT013,3929.353084027427
FDC21,OUT049,1720.79783236169
FDF58,OUT035,1480.2373868503598
FDS08,OUT010,548.243541780135
FDE47,OUT045,1773.0437578719445
NCP18,OUT019,520.0300387613809
NCR41,OUT013,1618.9252278205677
FDA27,OUT013,3542.343314585352
FDA43,OUT035,3272.837218095028
FDA49,OUT045,1662.3611706837983
NCE55,OUT018,2755.7024026761023
DRM49,OUT027,1947.5638025213646
FDF22,OUT027,4917.788825783267
FDQ15,OUT018,1486.4986744444823
NCS54,OUT017,3176.24279456857
NCY05,OUT013,990.4434447326266
FDR45,OUT046,2888.1010835662723
FDK57,OUT049,2252.872499451891
FDF41,OUT010,560.7227824359602
FDV21,OUT046,2030.6568829813107
FDD51,OUT046,1143.476098587115
FDF33,OUT046,2066.1153958344657
FDA38,OUT046,3397.806196456374
FDR56,OUT045,3191.6144834950705
NCN41,OUT017,1865.7788739916214
FDC60,OUT027,2421.4084176114975
FDB47,OUT045,2829.1844190901516
DRH01,OUT013,3138.985118411161
FDW08,OUT046,1523.7574204519683
FDF38,OUT027,1894.7171778703917
FDY32,OUT017,2556.1969891331764
FDG34,OUT049,1863.9985434115943
FDG47,OUT019,1107.2909925004371
NCF18,OUT035,3089.896320812346
FDL39,OUT019,757.6688126056999
NCH55,OUT035,2069.3739446927157
DRJ35,OUT049,1276.2632610372634
FDS44,OUT035,3554.1285987092615
DRE01,OUT018,2919.211571964863
FDY39,OUT013,2911.97960337337
FDY32,OUT018,2543.681951688157
FDR33,OUT027,2709.4673329173283
NCP50,OUT049,1573.9959136105977
FDZ47,OUT018,1635.291234451901
FDU57,OUT049,2451.974438282381
FDY44,OUT013,3087.913467244831
DRH59,OUT018,1214.0356071698525
FDB03,OUT027,4925.715273065379
FDY46,OUT045,2528.5583108652595
FDM39,OUT045,2279.051321973851
FDY36,OUT035,1084.5366767486298
NCM55,OUT035,2944.1157795719646
FDJ50,OUT010,283.3776929538326
DRL60,OUT013,2375.630152168668
NCJ54,OUT049,3633.85657980456
FDX59,OUT017,1132.0723694943813
FDI07,OUT013,3331.280750289786
DRF51,OUT010,261.39240672876394
FDM14,OUT017,1959.3855829339964
FDP21,OUT045,3040.854288705457
FDE40,OUT035,1394.601297499386
FDE05,OUT035,2624.7459739433716
FDM13,OUT027,3176.8842655377616
FDC34,OUT027,3451.837042121582
NCI55,OUT018,1755.8096068170023
NCE43,OUT018,2309.7241747841413
FDW58,OUT018,1719.0025951337366
FDG60,OUT045,3152.7771070467315
FDV31,OUT017,2622.8768653781876
FDR47,OUT013,2804.8100518314504
FDM60,OUT019,367.0740211676937
NCF06,OUT018,2884.8351709530575
NCN26,OUT027,2325.4320398039504
FDQ59,OUT049,1621.5364987163566
FDF09,OUT046,1491.848301953215
NCS06,OUT017,3874.571865221972
FDT44,OUT046,1699.0844072587759
FDI19,OUT017,3365.084160570989
FDT22,OUT017,1174.245502572446
NCF54,OUT027,4288.902042631737
DRG25,OUT045,2833.2736525767905
FDB59,OUT017,3167.1463021325767
FDQ37,OUT017,2884.9149324154005
FDP56,OUT035,1173.7148304309399
FDW44,OUT035,2568.6237494845154
FDJ26,OUT010,664.6474839581686
FDU43,OUT018,2797.9634051035696
FDW33,OUT045,1484.2916351785839
NCX53,OUT027,3171.772916542446
FDN56,OUT010,512.3974889203455
DRF15,OUT049,2499.4980580389497
FDO33,OUT017,1830.9515137984108
FDZ39,OUT010,348.17688626617837
NCJ19,OUT017,1297.014685008436
FDU01,OUT035,3314.1315630298113
FDT12,OUT035,3387.883868406967
NCM18,OUT018,1060.1900203243024
FDP19,OUT017,2134.39652289653
NCR42,OUT049,1218.138056241918
FDN10,OUT046,1998.6492590511907
FDG44,OUT017,1268.686121695847
FDQ10,OUT046,2575.922843999769
DRH13,OUT049,1835.0679369962916
FDT52,OUT013,3226.6925209983
FDM56,OUT045,1851.51273899315
NCO43,OUT010,449.5861224381608
NCV29,OUT035,3113.9453602022613
NCF06,OUT013,3751.663859671068
FDO50,OUT035,1594.0362011252316
FDT59,OUT013,3274.4153205946504
FDX40,OUT027,1893.251350828242
FDE50,OUT017,3285.756104900135
FDX51,OUT017,3160.971480196416
NCD30,OUT018,1490.787503119951
FDK15,OUT013,1769.208665732598
FDL12,OUT045,1385.3818508136376
FDK46,OUT017,3974.3499026452573
DRH49,OUT010,262.7627174488905
FDQ57,OUT046,2441.018668970425
FDY59,OUT017,1777.8819637530478
FDO09,OUT018,3235.2503424029264
NCG30,OUT035,1919.1713680480075
FDM09,OUT017,2831.2505672088228
NCN17,OUT027,2730.498438400742
NCS42,OUT013,1535.4112633644568
FDD02,OUT019,450.1266744306197
FDE34,OUT013,2942.437063806964
FDU38,OUT045,2758.4026687136634
FDB33,OUT046,2382.7160102110265
NCJ29,OUT017,1429.1145023156537
FDZ27,OUT035,1396.6850904146177
FDI40,OUT013,1710.091818866766
FDG22,OUT013,1164.0155704360584
FDT51,OUT017,1870.465553597202
FDF20,OUT018,2960.3940924944877
FDV50,OUT035,1796.8070662201196
FDT02,OUT049,1384.6261428761268
DRC49,OUT017,2312.0350997132673
FDF26,OUT049,2438.3892460317984
FDV52,OUT035,1949.9904110540842
FDX59,OUT049,1334.1998140940666
FDV25,OUT035,3391.686358865879
FDW23,OUT027,1714.011922977511
FDE53,OUT018,1511.357229574946
FDA19,OUT017,1918.3801307085296
FDH22,OUT046,1892.639752243641
NCO41,OUT013,1683.2337230173575
FDX12,OUT017,3176.8478912112487
FDF17,OUT013,3129.801839402483
FDS11,OUT045,3204.500059965393
FDR51,OUT035,2522.2641272732294
FDT49,OUT010,289.7343052407275
FDC56,OUT013,1815.8330960742146
FDR13,OUT027,2757.9389303998387
FDQ60,OUT035,1856.870128800786
FDN38,OUT049,3516.9741923532165
NCL29,OUT013,2279.7153365418003
FDO13,OUT027,4186.831638424712
FDE26,OUT018,2009.475903139278
FDA31,OUT010,464.16040831130863
FDX14,OUT035,1462.6409788157657
FDA34,OUT045,2946.942132348677
FDF26,OUT013,2381.334138023437
FDE38,OUT045,2545.429282648628
DRI11,OUT046,1802.187172736965
FDQ60,OUT027,2725.018521014576
FDL21,OUT027,1618.7439519772304
DRC12,OUT027,4931.502052391525
FDC47,OUT046,3062.047140179241
FDE57,OUT045,1783.7557456369425
FDT14,OUT045,1867.903717925053
NCZ53,OUT046,3300.8169829921826
FDE28,OUT018,3172.358829761591
FDR19,OUT035,2410.7154312453804
NCF54,OUT019,631.5395697629062
FDZ08,OUT046,1387.8347821768339
NCJ05,OUT018,2510.1888737357735
FDF59,OUT046,2067.551791672305
NCO05,OUT035,1959.423435116237
FDW24,OUT018,1166.128751767827
NCX42,OUT018,2678.96117998112
NCA53,OUT035,1442.6362848612655
FDI45,OUT019,709.3480881133196
FDG46,OUT046,1991.393831735994
FDM20,OUT010,681.3290295406628
FDW11,OUT010,345.3696827179501
FDX08,OUT035,3103.4317465095805
NCK17,OUT035,1313.8963168322866
FDK32,OUT018,2153.9484905423083
NCA42,OUT035,2685.420777877858
DRI01,OUT035,2733.843520187128
NCL55,OUT049,3502.741188117381
DRE25,OUT018,1303.9527799403
FDD14,OUT017,3200.342521324489
FDB10,OUT046,3064.567843362166
DRN11,OUT035,2390.117617822225
FDP38,OUT018,1118.0998881985267
NCA30,OUT017,2810.065929278226
FDT15,OUT017,2972.812638575104
NCP55,OUT018,1152.9351279311768
FDF12,OUT035,2221.27149663963
FDM21,OUT018,2910.4435888231474
FDX56,OUT035,3434.337262908262
FDF10,OUT017,2697.6326775597645
FDT32,OUT045,3249.4314213452526
FDM51,OUT018,1356.9985875513128
NCR50,OUT018,2321.588532611135
FDI19,OUT049,3515.791392779227
FDX21,OUT017,1693.1864927794
FDR31,OUT035,2291.7404605906872
FDY02,OUT013,3508.7089920603394
NCA29,OUT045,3160.765230152953
NCX17,OUT046,3341.3289962622425
FDM12,OUT045,2907.5231962263097
FDI53,OUT027,3499.0630267706156
NCU30,OUT049,2888.617517824455
FDC56,OUT027,3244.608860270859
FDK27,OUT018,1581.3965441286932
NCK18,OUT017,2891.8375850485245
FDB52,OUT019,943.829119400229
DRG25,OUT027,5023.539404048556
FDZ13,OUT049,1397.6802191988354
FDB57,OUT019,934.781383204479
FDR40,OUT046,1537.3702302640445
NCO14,OUT019,333.4781501679097
NCN19,OUT045,2665.171964633525
FDQ28,OUT019,554.288426011904
FDO13,OUT018,2301.0148996646326
FDK48,OUT013,1152.7098678215089
FDU07,OUT018,2303.272778641104
FDW20,OUT046,2078.831513750927
FDV12,OUT010,309.13201915829995
FDH24,OUT013,2374.125197668461
FDV59,OUT049,3238.6890399731365
FDK57,OUT045,1661.1880744622586
FDL16,OUT027,2041.1822304357693
NCQ17,OUT046,2249.2671870140057
FDJ15,OUT018,2646.7585410663023
FDX24,OUT049,1526.0672599142354
FDT47,OUT046,2056.1837718046922
FDT10,OUT049,1339.2583053121402
FDZ37,OUT018,1383.0754718514659
FDW43,OUT027,5115.042127040082
DRN36,OUT017,1562.3464648720146
FDJ14,OUT045,1510.1208750065293
FDA32,OUT013,3677.5579798075405
FDJ38,OUT019,895.2566265710689
FDQ57,OUT017,2525.1111523235436
NCQ41,OUT019,864.0609425470905
FDG56,OUT049,1518.5132571455356
DRC13,OUT027,2560.4025768693223
FDV55,OUT035,2447.7254965172856
FDQ49,OUT045,2730.917205435572
FDE29,OUT010,256.202573189375
FDR03,OUT013,3354.419195741757
FDD45,OUT049,1516.392580202424
FDN38,OUT010,830.4635741687327
FDT56,OUT046,1185.6549019196596
FDT48,OUT045,2846.63585695193
FDU03,OUT049,3077.3666744300244
FDC56,OUT010,289.36597783142406
NCO43,OUT027,2467.598034664397
FDQ27,OUT017,1814.0256460331268
FDR03,OUT046,2824.3271374470078
DRH23,OUT010,267.7507404382018
FDG22,OUT045,1088.857077425715
NCJ42,OUT013,1451.7187938542202
FDR24,OUT046,1766.7146407493378
FDW60,OUT035,2856.782222073876
FDJ08,OUT013,3012.0472926119032
DRL59,OUT018,1187.8460334037757
FDG60,OUT010,666.2584040879949
FDW27,OUT017,2773.5629531491354
FDX14,OUT018,1255.1039129909745
FDC20,OUT013,1057.3430088540688
NCS29,OUT018,3036.8663062571923
FDJ56,OUT046,1552.0005241503513
FDB20,OUT019,380.5883953585874
FDL28,OUT027,5167.3619166708095
FDW01,OUT018,2072.0506326704076
FDL03,OUT046,2750.076712197689
FDX22,OUT049,3422.501684459925
FDJ21,OUT035,2442.4193074798573
FDR31,OUT045,2734.0698237513743
FDG21,OUT035,2782.730548143154
FDS22,OUT027,1722.268198061699
FDK08,OUT035,1686.1573288672962
FDE17,OUT018,1966.8315996694441
NCN30,OUT017,1715.7723086334604
FDT50,OUT046,1505.8608083447389
NCX42,OUT049,3002.872236065446
FDJ12,OUT035,3247.6476828636232
NCA18,OUT027,2702.5344167357553
FDP23,OUT019,940.6506552119984
FDX12,OUT013,3238.823353896017
FDN40,OUT018,2445.309259717354
FDV48,OUT035,1358.5123373888573
NCY54,OUT013,2759.8746837091035
FDL16,OUT010,253.0756379533916
FDR45,OUT018,2411.8972129083936
FDJ52,OUT046,2717.3141572626246
DRG01,OUT017,1331.4396752105865
FDP52,OUT013,3429.201089333573
FDU58,OUT017,3182.9584504902587
FDL02,OUT045,1741.850052466626
FDG28,OUT013,3147.971064269145
FDA19,OUT035,2005.1728989188905
FDW46,OUT027,2044.4256290221067
NCD43,OUT049,1730.9132052110103
DRG39,OUT013,1175.1118950789778
NCF55,OUT049,1399.1028368392517
FDJ07,OUT046,1785.5637769813477
FDE08,OUT046,2158.5124128756424
FDP56,OUT019,365.448558834325
FDT45,OUT045,1057.7904321043852
FDF17,OUT018,2818.12143994238
FDX44,OUT046,1504.9311983557277
FDM28,OUT027,4454.796086151241
FDI36,OUT049,3173.0544472645634
FDS07,OUT045,1735.0777362316571
FDD36,OUT045,1879.3643804739313
FDW11,OUT046,1445.7537343664019
FDN40,OUT049,2471.450254284584
NCQ18,OUT049,1690.668522880559
NCQ54,OUT017,2984.142590886381
NCS42,OUT045,1716.310063391273
DRH39,OUT010,329.828881171808
FDC09,OUT027,2676.4113067491994
FDT08,OUT010,480.6342571777709
FDC08,OUT035,3534.7561948750918
FDT20,OUT017,1203.162320310475
FDS35,OUT035,1498.8278105218587
FDX58,OUT018,2876.6668070385203
FDW58,OUT046,1965.3889766012946
DRD27,OUT046,1584.8843332015736
FDH32,OUT019,370.5653254910367
FDS26,OUT035,3994.7936131674073
FDQ31,OUT046,1843.0904547009786
FDP11,OUT018,3043.7271607401376
FDD58,OUT017,1577.9260236533619
FDM33,OUT045,3066.1697366072153
FDZ16,OUT049,3044.294305548661
NCS29,OUT010,727.5103025262085
NCM18,OUT019,347.4065449907357
FDP11,OUT049,3129.3499898312452
NCC42,OUT017,2077.7566958868383
DRM23,OUT046,2775.0558169963197
NCN55,OUT027,4400.737342525765
FDK46,OUT013,3384.066836072401
FDR01,OUT046,3659.7600480884284
NCA05,OUT045,2368.4361069254905
NCP43,OUT017,2888.1720412969153
FDR12,OUT010,561.0553254759027
FDQ01,OUT013,3283.4183431292895
FDM13,OUT046,1919.5887496236203
FDQ19,OUT017,3764.5478185569295
FDK56,OUT019,610.036202495208
NCX06,OUT010,492.6132085330148
FDO56,OUT027,3142.7204401205126
FDU45,OUT045,1796.6825066635208
FDI16,OUT019,280.10896317437255
FDL32,OUT046,1710.1593818446709
FDA07,OUT046,2432.5218498977056
FDA14,OUT045,2340.358118045423
FDV46,OUT027,2915.8190507898553
NCO07,OUT035,3167.3352598114275
NCP41,OUT046,2056.3599832311943
FDY60,OUT018,1614.1935822975915
FDN38,OUT017,3369.1375808201374
FDO15,OUT046,1389.1668662402262
FDT60,OUT013,2148.407386073664
FDA55,OUT035,3658.624353499154
FDE02,OUT010,277.54548458514114
DRJ39,OUT049,2924.911973460141
FDV34,OUT035,1482.6301224563451
FDS20,OUT027,4783.838878989384
FDF02,OUT027,2624.999007077064
FDW40,OUT017,2211.0717455596664
NCB43,OUT046,2785.1871882356445
FDR58,OUT017,1583.87681111013
DRJ59,OUT035,1438.8360226067234
NCD30,OUT017,1697.8740195189055
FDE14,OUT017,1680.917061306272
FDC28,OUT018,1483.111829297508
FDU16,OUT018,1271.8642913296562
NCD19,OUT035,1317.0557749331392
FDU21,OUT046,1377.4228896269542
FDV59,OUT027,4511.119239627507
FDU03,OUT045,2933.5956527147464
FDC33,OUT010,651.0120170001076
NCR42,OUT035,1187.0357013391717
DRH59,OUT035,1529.7398074878447
NCM31,OUT035,2149.5521851331155
FDS50,OUT035,3233.6176493116222
FDP39,OUT046,1400.0748637117053
FDQ55,OUT013,1817.6239554565796
FDV36,OUT019,450.7085392867359
FDI05,OUT027,2186.870171742429
FDS45,OUT027,2699.7742942371424
FDA39,OUT045,1167.5646160421584
FDC37,OUT010,285.8568971817233
FDJ60,OUT027,4336.161372969615
DRQ35,OUT046,1837.535147669274
NCJ06,OUT046,1774.9630721325043
NCY42,OUT018,2114.539433572548
DRM37,OUT049,3200.8648961691356
FDR14,OUT045,1232.569406021168
FDE51,OUT049,1282.7383794786842
FDT33,OUT017,2756.455681435754
FDR08,OUT013,1690.217275249263
FDE36,OUT010,626.5310621895699
FDL22,OUT019,444.99482523484266
FDR44,OUT013,2053.823808094666
FDI56,OUT019,396.1270909641096
FDE47,OUT010,450.5147606482467
FDV27,OUT010,319.5336638717972
FDV10,OUT049,1199.183293260066
FDC40,OUT045,1433.1224998855043
NCX41,OUT013,3178.651074413477
NCQ38,OUT027,2414.216279048572
FDV12,OUT027,2655.8589884423864
FDE52,OUT017,1605.0238924494145
FDG20,OUT027,4396.9623902932835
FDV16,OUT027,1739.452038054296
FDI32,OUT017,1960.2313477666498
FDJ32,OUT049,1400.600705469642
FDN39,OUT018,2535.739248280265
FDY34,OUT017,3034.0032774478095
FDC14,OUT035,1371.1802633743341
FDA55,OUT017,4150.4110100225225
FDZ50,OUT010,733.8222005339217
DRG13,OUT049,2519.320636501165
FDP01,OUT013,2438.1051898954747
NCG54,OUT017,2744.7597824650375
FDM13,OUT045,1679.8930530949094
NCO18,OUT027,4478.876689144076
NCW41,OUT013,2647.6477396126475
FDM52,OUT027,3444.2989905285517
NCF55,OUT035,1413.7136611671062
FDT09,OUT046,2061.0262857765983
NCM19,OUT035,1899.3394568550862
FDW12,OUT018,1973.8439355805315
FDP15,OUT019,829.977322519898
FDK36,OUT045,1255.5156564020251
FDZ25,OUT035,2835.7148843343803
NCW06,OUT049,3283.719485365911
FDW60,OUT046,3194.048080835856
DRC49,OUT013,2362.7978289926937
NCT17,OUT035,3220.455615025029
NCN06,OUT018,2337.2111582637303
FDC45,OUT013,2799.2422768865094
DRJ47,OUT019,759.2992905210251
NCF06,OUT045,3265.2334847238712
FDE21,OUT010,389.82662643516255
DRG27,OUT013,1139.4358195224365
FDW40,OUT049,2005.876669915645
NCO53,OUT046,2708.021646549374
FDE23,OUT049,1403.6111576737353
FDQ16,OUT046,1675.1009363996782
FDS26,OUT045,3611.072431295484
FDZ13,OUT010,258.90134395203177
FDS14,OUT049,2378.155232647829
FDC10,OUT045,1773.5396268385566
FDY16,OUT049,3086.0408245173494
FDJ20,OUT035,2090.9127283287658
FDV43,OUT035,1118.198965829652
FDZ32,OUT027,2749.3651811555333
FDR23,OUT046,3011.3716402633468
FDN24,OUT035,1049.9477043106358
FDE34,OUT027,4916.568186144608
FDU31,OUT013,3136.132975079529
FDW33,OUT018,1614.8806746696928
FDU26,OUT046,1812.130809707035
FDE20,OUT027,4285.547035186064
NCW05,OUT035,1804.3311732985262
FDB22,OUT018,2450.9034390418037
FDO56,OUT046,2335.0118898875544
FDA19,OUT027,3490.5178179551913
DRI39,OUT045,1238.802778796504
FDH52,OUT018,1025.7139322991131
FDZ50,OUT035,3353.4730313932714
NCN42,OUT035,2595.828383873133
FDB53,OUT013,2416.7471672987026
DRG11,OUT017,1933.8537277779712
DRK11,OUT027,3338.7166296951273
FDQ60,OUT017,2160.9652912326906
FDT36,OUT017,1194.2272185659713
DRG25,OUT018,2669.3228648982267
DRJ23,OUT046,2980.212770689414
FDG05,OUT035,2638.800462620678
NCK06,OUT018,1842.4083242311867
FDU52,OUT017,2590.058661822142
FDW07,OUT018,1304.0527400463072
NCM17,OUT045,1060.4470774562012
FDA22,OUT045,2755.532755930384
NCA41,OUT018,2691.8698392764613
FDF38,OUT035,1437.8776044926706
FDH52,OUT046,1293.4904813750131
FDY58,OUT019,943.4286178082748
FDZ16,OUT045,2562.0656373723973
NCM18,OUT017,1171.4463464249461
FDA22,OUT018,2332.849210976029
NCJ43,OUT035,2858.03843073262
FDI34,OUT027,5166.361690901275
FDG56,OUT046,1350.7648108804174
FDS34,OUT046,2066.4005984088667
DRC01,OUT035,1301.0400817995633
FDQ04,OUT035,1291.4716332154594
FDK04,OUT035,1297.625454323102
FDT51,OUT049,1866.8925702066922
FDV26,OUT017,3452.123055210598
FDS04,OUT049,1949.5794239104155
FDW43,OUT018,2717.535441100923
FDQ28,OUT010,396.4318954059113
NCK06,OUT017,2037.3855460882432
FDS23,OUT018,1858.6161118858774
FDZ36,OUT019,753.5502775518289
FDE56,OUT018,1111.8953645242027
FDW10,OUT027,4378.1440489230345
NCN14,OUT045,2724.0534551119385
NCQ18,OUT045,1758.1524240667018
FDW08,OUT017,1877.523688031244
FDU43,OUT035,3826.71655584542
FDR33,OUT010,317.0085226631488
FDM24,OUT010,533.4334853679625
NCZ05,OUT046,1911.158590683343
NCV41,OUT035,2140.3120263344476
FDV11,OUT018,2583.6271884370885
NCY05,OUT035,1157.181976153066
FDV44,OUT018,2577.626944959944
FDW32,OUT049,1510.0887333027026
NCU18,OUT027,3397.9647461160457
NCC43,OUT035,3431.133910014657
FDW19,OUT013,1817.7287921787163
FDN31,OUT035,3276.662103304134
FDI48,OUT045,1256.3570699712068
FDS24,OUT017,1555.748076508658
FDF46,OUT049,2011.6109344917747
DRG23,OUT017,2541.1786867819837
FDG14,OUT018,2326.826605024369
NCY30,OUT049,3189.9889558090117
FDO28,OUT018,1730.1829069948678
DRD24,OUT035,2018.046870207344
FDI33,OUT049,1560.5474111167755
FDN32,OUT046,2717.482824592479
FDR16,OUT045,3177.4329020322475
FDF26,OUT046,2551.036104830561
NCN29,OUT018,988.6517791317874
FDE20,OUT045,2797.7886678178925
FDA46,OUT046,2972.1325421512975
FDU28,OUT045,2471.7596474322895
FDQ48,OUT045,1764.6099590859878
FDV36,OUT013,1925.7477065867893
FDR14,OUT018,1142.857811226025
FDP23,OUT017,3171.4489805434882
FDP56,OUT013,1137.8043985133813
FDK48,OUT010,241.2413389391113
FDR48,OUT046,2574.7543886823105
NCY29,OUT049,1173.828122498321
FDM22,OUT018,945.8819319819829
DRJ01,OUT013,2654.2868953423344
FDZ43,OUT045,3761.7133405613936
FDV03,OUT035,2804.6920942152597
FDX11,OUT027,4559.017256908548
NCA41,OUT027,4559.532038664359
FDE38,OUT017,2668.2450912286467
FDI27,OUT018,1064.4155680475103
FDN32,OUT013,3272.3257036921286
NCN43,OUT017,1892.6185146390553
FDB47,OUT027,4783.212285420288
FDV03,OUT017,2484.917083109665
NCN30,OUT045,1555.2854530661575
NCV54,OUT010,280.173574901057
FDV07,OUT013,1486.48480684532
FDP07,OUT049,3317.041398976467
FDK48,OUT018,1234.581668778274
FDM15,OUT019,605.6359666145131
FDY19,OUT027,3305.268455688405
FDK46,OUT046,3124.4501135701876
FDY11,OUT045,1439.8123997173082
FDH09,OUT046,1592.7959833530888
FDO08,OUT027,3927.64043547098
FDU14,OUT013,3400.758794070103
FDD22,OUT027,3140.335698104561
FDM27,OUT017,2645.097599965181
FDL02,OUT027,2779.3580102838914
NCA17,OUT035,2450.5510763598745
FDE38,OUT019,713.5753898822545
NCG07,OUT049,3517.655105029512
DRC27,OUT013,4014.986552250505
FDA27,OUT035,3942.1798289865283
FDW40,OUT045,1834.1619553250323
DRI11,OUT013,1775.9620691721561
FDN50,OUT046,1759.4585867371718
FDR12,OUT046,2908.3503976881007
